v АК,v ЦН,weight75
1.15678391959799,1.8599999999999999,37.25289999999998
1.1652261306532665,1.8599999999999999,37.227074999999985
1.173668341708543,1.8599999999999999,37.14959999999998
1.1821105527638192,1.8599999999999999,37.097949999999976
1.1905527638190956,1.8599999999999999,36.99464999999998
1.198994974874372,1.8599999999999999,36.94299999999998
1.2074371859296484,1.8599999999999999,36.89964999999998
1.2158793969849246,1.8599999999999999,36.75259999999998
1.224321608040201,1.8599999999999999,36.66589999999998
1.2327638190954775,1.8599999999999999,36.51884999999998
1.241206030150754,1.8599999999999999,36.37179999999998
1.2496482412060304,1.8599999999999999,36.328449999999975
1.2580904522613068,1.8599999999999999,36.18139999999998
1.2665326633165832,1.8599999999999999,36.03434999999998
1.2749748743718594,1.8599999999999999,35.843949999999985
1.2834170854271358,1.8599999999999999,35.723249999999986
1.291859296482412,1.8599999999999999,35.67989999999999
1.3003015075376885,1.8599999999999999,35.636549999999986
1.308743718592965,1.8599999999999999,35.54219999999999
1.3171859296482413,1.8599999999999999,35.50819999999998
1.3256281407035178,1.8599999999999999,35.37049999999998
1.3340703517587942,1.8599999999999999,35.319499999999984
1.3425125628140706,1.8599999999999999,35.285499999999985
1.350954773869347,1.8599999999999999,35.164799999999985
1.3593969849246232,1.8599999999999999,35.02709999999999
1.3678391959798997,1.8599999999999999,34.94974999999999
1.3762814070351759,1.8599999999999999,34.87239999999999
1.3847236180904523,1.8599999999999999,34.73469999999999
1.3931658291457287,1.8599999999999999,34.58
1.4016080402010052,1.8599999999999999,34.529
1.4100502512562816,1.8599999999999999,34.6671
1.418492462311558,1.8599999999999999,34.8052
1.4269346733668344,1.8599999999999999,34.9433
1.4353768844221109,1.8599999999999999,35.219500000000004
1.443819095477387,1.8599999999999999,35.42665000000001
1.4522613065326635,1.8599999999999999,35.56475000000001
1.46070351758794,1.8599999999999999,35.84095000000001
1.4691457286432161,1.8599999999999999,35.979050000000015
1.4775879396984926,1.8599999999999999,36.11715000000001
1.486030150753769,1.8599999999999999,36.255250000000004
1.4944723618090454,1.8599999999999999,36.32430000000001
1.5029145728643218,1.8599999999999999,36.39335000000001
1.5113567839195983,1.8599999999999999,36.40227500000001
1.5197989949748747,1.8599999999999999,36.11720000000001
1.528241206030151,1.8599999999999999,35.99620000000001
1.5366834170854273,1.8599999999999999,35.93607500000001
1.5451256281407038,1.8599999999999999,35.93607500000001
1.55356783919598,1.8599999999999999,35.87595000000001
1.5620100502512564,1.8599999999999999,35.78092500000001
1.5704522613065328,1.8599999999999999,35.565650000000005
1.5788944723618092,1.8599999999999999,35.539675
1.5873366834170857,1.8599999999999999,35.47955
1.595778894472362,1.8599999999999999,35.333325
1.6042211055276385,1.8599999999999999,35.333325
1.612663316582915,1.8599999999999999,35.333325
1.6211055276381912,1.8599999999999999,35.34225
1.6295477386934676,1.8599999999999999,35.34225
1.6379899497487438,1.8599999999999999,35.316275000000005
1.6464321608040202,1.8599999999999999,35.316275000000005
1.6548743718592966,1.8599999999999999,35.161125000000006
1.663316582914573,1.8599999999999999,35.161125000000006
1.6717587939698495,1.8599999999999999,34.971075
1.680201005025126,1.8599999999999999,34.91095
1.6886432160804024,1.8599999999999999,34.815925
1.6970854271356788,1.8599999999999999,34.28067499999999
1.705527638190955,1.8599999999999999,34.125524999999996
1.7139698492462314,1.8599999999999999,34.125524999999996
1.7224120603015076,1.8599999999999999,34.19532499999999
1.730854271356784,1.8599999999999999,34.26652499999999
1.7392964824120605,1.8599999999999999,34.40612499999999
1.747738693467337,1.8599999999999999,34.48484999999998
1.7561809045226133,1.8599999999999999,34.45957499999999
1.7646231155778898,1.8599999999999999,34.63407499999998
1.7730653266331662,1.8599999999999999,34.63407499999998
1.7815075376884424,1.8599999999999999,34.67789999999998
1.7899497487437188,1.8599999999999999,34.67789999999998
1.7983919597989952,1.8599999999999999,34.72242499999997
1.8068341708542717,1.8599999999999999,34.560349999999985
1.815276381909548,1.8599999999999999,34.500874999999986
1.8237185929648243,1.8599999999999999,34.40719999999999
1.8321608040201007,1.8599999999999999,34.33879999999999
1.8406030150753772,1.8599999999999999,34.2362
1.8490452261306536,1.8599999999999999,33.96260000000001
1.85748743718593,1.8599999999999999,33.92840000000001
1.8659296482412062,1.8599999999999999,33.89420000000001
1.8743718592964826,1.8599999999999999,33.825800000000015
1.882814070351759,1.8599999999999999,33.75740000000002
1.8912562814070355,1.8599999999999999,33.620600000000024
1.899698492462312,1.8599999999999999,33.51800000000003
1.9081407035175881,1.8599999999999999,33.59592500000001
1.9165829145728646,1.8599999999999999,33.61345
1.925025125628141,1.8599999999999999,33.639425
1.9334673366834174,1.8599999999999999,33.67447499999999
1.9419095477386938,1.8599999999999999,33.71797499999998
1.95035175879397,1.8599999999999999,33.71797499999998
1.9587939698492465,1.8599999999999999,33.71797499999998
1.967236180904523,1.8599999999999999,33.70952499999997
1.9756783919597993,1.8599999999999999,33.735499999999966
1.9841206030150758,1.8599999999999999,33.76147499999996
1.992562814070352,1.8599999999999999,33.77054999999996
2.0010050251256284,1.8599999999999999,33.79652499999995
2.009447236180905,1.8599999999999999,33.79652499999995
2.0178894472361812,1.8599999999999999,33.75364999999996
2.0263316582914577,1.8599999999999999,33.62502499999995
2.034773869346734,1.8599999999999999,33.582149999999956
2.0432160804020105,1.8599999999999999,33.582149999999956
2.0516582914572865,1.8599999999999999,33.57369999999995
2.0601005025125634,1.8599999999999999,33.539274999999954
2.0685427135678394,1.8599999999999999,33.53082499999995
2.0769849246231162,1.8599999999999999,33.49639999999995
2.085427135678392,1.8599999999999999,33.45352499999994
2.0938693467336686,1.8599999999999999,33.41064999999994
2.102311557788945,1.8599999999999999,33.37622499999994
2.1107537688442215,1.8599999999999999,33.37622499999994
2.119195979899498,1.8599999999999999,33.36777499999995
2.127638190954774,1.8599999999999999,33.36777499999995
2.136080402010051,1.8599999999999999,33.35932499999994
2.1445226130653268,1.8599999999999999,33.35932499999994
2.1529648241206036,1.8599999999999999,33.32489999999994
2.1614070351758796,1.8599999999999999,33.32489999999994
2.169849246231156,1.8599999999999999,33.31644999999994
2.1782914572864325,1.8599999999999999,33.31644999999994
2.186733668341709,1.8599999999999999,33.28202499999994
2.1951758793969853,1.8599999999999999,33.24759999999994
2.2036180904522618,1.8599999999999999,33.230699999999935
2.212060301507538,1.8599999999999999,33.230699999999935
2.220502512562814,1.8599999999999999,33.230699999999935
2.228944723618091,1.8599999999999999,33.230699999999935
2.237386934673367,1.8599999999999999,33.230699999999935
2.245829145728644,1.8599999999999999,33.230699999999935
2.25427135678392,1.8599999999999999,33.230699999999935
2.2627135678391963,1.8599999999999999,33.230699999999935
2.2711557788944727,1.8599999999999999,33.230699999999935
2.279597989949749,1.8599999999999999,33.230699999999935
2.2880402010050256,1.8599999999999999,33.230699999999935
2.2964824120603016,1.8599999999999999,33.230699999999935
2.3049246231155784,1.8599999999999999,33.230699999999935
2.3133668341708544,1.8599999999999999,33.230699999999935
2.3218090452261313,1.8599999999999999,33.230699999999935
2.3302512562814073,1.8599999999999999,33.230699999999935
2.3386934673366837,1.8599999999999999,33.230699999999935
2.34713567839196,1.8599999999999999,33.230699999999935
2.3555778894472366,1.8599999999999999,33.230699999999935
2.364020100502513,1.8599999999999999,33.230699999999935
2.3724623115577894,1.8599999999999999,33.230699999999935
2.380904522613066,1.8599999999999999,33.230699999999935
2.389346733668342,1.8599999999999999,33.230699999999935
2.3977889447236187,1.8599999999999999,33.230699999999935
2.4062311557788947,1.8599999999999999,33.230699999999935
2.4146733668341716,1.8599999999999999,33.230699999999935
2.4231155778894475,1.8599999999999999,33.230699999999935
2.431557788944724,1.8599999999999999,33.230699999999935
2.4400000000000004,1.8599999999999999,33.230699999999935
0.76,1.8649246231155778,37.45582500000002
0.7684422110552764,1.8649246231155778,37.45582500000002
0.7768844221105528,1.8649246231155778,37.45582500000002
0.7853266331658292,1.8649246231155778,37.45582500000002
0.7937688442211055,1.8649246231155778,37.45582500000002
0.8022110552763819,1.8649246231155778,37.45582500000002
0.8106532663316584,1.8649246231155778,37.45582500000002
0.8190954773869347,1.8649246231155778,37.45582500000002
0.8275376884422111,1.8649246231155778,37.45582500000002
0.8359798994974874,1.8649246231155778,37.45582500000002
0.8444221105527638,1.8649246231155778,37.45582500000002
0.8528643216080403,1.8649246231155778,37.45582500000002
0.8613065326633166,1.8649246231155778,37.45582500000002
0.869748743718593,1.8649246231155778,37.45582500000002
0.8781909547738693,1.8649246231155778,37.45582500000002
0.8866331658291458,1.8649246231155778,37.45582500000002
0.8950753768844222,1.8649246231155778,37.45582500000002
0.9035175879396985,1.8649246231155778,37.45582500000002
0.9119597989949749,1.8649246231155778,37.45582500000002
0.9204020100502512,1.8649246231155778,37.45582500000002
0.9288442211055277,1.8649246231155778,37.45582500000002
0.9372864321608041,1.8649246231155778,37.45582500000002
0.9457286432160805,1.8649246231155778,37.45582500000002
0.9541708542713568,1.8649246231155778,37.45582500000002
0.9626130653266332,1.8649246231155778,37.45582500000002
0.9710552763819096,1.8649246231155778,37.45582500000002
0.979497487437186,1.8649246231155778,37.45582500000002
0.9879396984924624,1.8649246231155778,37.45582500000002
0.9963819095477388,1.8649246231155778,37.45582500000002
1.004824120603015,1.8649246231155778,37.49137500000002
1.0132663316582915,1.8649246231155778,37.483325000000015
1.021708542713568,1.8649246231155778,37.483325000000015
1.0301507537688444,1.8649246231155778,37.53665000000001
1.0385929648241206,1.8649246231155778,37.54637500000001
1.047035175879397,1.8649246231155778,37.591650000000016
1.0554773869346734,1.8649246231155778,37.601375000000004
1.0639195979899498,1.8649246231155778,37.65470000000001
1.0723618090452263,1.8649246231155778,37.672475000000006
1.0808040201005027,1.8649246231155778,37.672475000000006
1.0892462311557791,1.8649246231155778,37.68220000000002
1.0976884422110553,1.8649246231155778,37.69192500000001
1.1061306532663318,1.8649246231155778,37.61445000000001
1.1145728643216082,1.8649246231155778,37.56280000000002
1.1230150753768844,1.8649246231155778,37.56280000000002
1.1314572864321608,1.8649246231155778,37.459500000000006
1.1398994974874372,1.8649246231155778,37.407849999999996
1.1483417085427137,1.8649246231155778,37.33037499999999
1.15678391959799,1.8649246231155778,37.25289999999998
1.1652261306532665,1.8649246231155778,37.227074999999985
1.173668341708543,1.8649246231155778,37.14959999999998
1.1821105527638192,1.8649246231155778,37.097949999999976
1.1905527638190956,1.8649246231155778,36.99464999999998
1.198994974874372,1.8649246231155778,36.94299999999998
1.2074371859296484,1.8649246231155778,36.89964999999998
1.2158793969849246,1.8649246231155778,36.75259999999998
1.224321608040201,1.8649246231155778,36.66589999999998
1.2327638190954775,1.8649246231155778,36.51884999999998
1.241206030150754,1.8649246231155778,36.37179999999998
1.2496482412060304,1.8649246231155778,36.328449999999975
1.2580904522613068,1.8649246231155778,36.18139999999998
1.2665326633165832,1.8649246231155778,36.03434999999998
1.2749748743718594,1.8649246231155778,35.843949999999985
1.2834170854271358,1.8649246231155778,35.723249999999986
1.291859296482412,1.8649246231155778,35.67989999999999
1.3003015075376885,1.8649246231155778,35.636549999999986
1.308743718592965,1.8649246231155778,35.54219999999999
1.3171859296482413,1.8649246231155778,35.50819999999998
1.3256281407035178,1.8649246231155778,35.37049999999998
1.3340703517587942,1.8649246231155778,35.319499999999984
1.3425125628140706,1.8649246231155778,35.285499999999985
1.350954773869347,1.8649246231155778,35.164799999999985
1.3593969849246232,1.8649246231155778,35.02709999999999
1.3678391959798997,1.8649246231155778,34.94974999999999
1.3762814070351759,1.8649246231155778,34.87239999999999
1.3847236180904523,1.8649246231155778,34.73469999999999
1.3931658291457287,1.8649246231155778,34.58
1.4016080402010052,1.8649246231155778,34.529
1.4100502512562816,1.8649246231155778,34.6671
1.418492462311558,1.8649246231155778,34.8052
1.4269346733668344,1.8649246231155778,34.9433
1.4353768844221109,1.8649246231155778,35.219500000000004
1.443819095477387,1.8649246231155778,35.42665000000001
1.4522613065326635,1.8649246231155778,35.56475000000001
1.46070351758794,1.8649246231155778,35.84095000000001
1.4691457286432161,1.8649246231155778,35.979050000000015
1.4775879396984926,1.8649246231155778,36.11715000000001
1.486030150753769,1.8649246231155778,36.255250000000004
1.4944723618090454,1.8649246231155778,36.32430000000001
1.5029145728643218,1.8649246231155778,36.39335000000001
1.5113567839195983,1.8649246231155778,36.40227500000001
1.5197989949748747,1.8649246231155778,36.11720000000001
1.528241206030151,1.8649246231155778,35.99620000000001
1.5366834170854273,1.8649246231155778,35.93607500000001
1.5451256281407038,1.8649246231155778,35.93607500000001
1.55356783919598,1.8649246231155778,35.87595000000001
1.5620100502512564,1.8649246231155778,35.78092500000001
1.5704522613065328,1.8649246231155778,35.565650000000005
1.5788944723618092,1.8649246231155778,35.539675
1.5873366834170857,1.8649246231155778,35.47955
1.595778894472362,1.8649246231155778,35.333325
1.6042211055276385,1.8649246231155778,35.333325
1.612663316582915,1.8649246231155778,35.333325
1.6211055276381912,1.8649246231155778,35.34225
1.6295477386934676,1.8649246231155778,35.34225
1.6379899497487438,1.8649246231155778,35.316275000000005
1.6464321608040202,1.8649246231155778,35.316275000000005
1.6548743718592966,1.8649246231155778,35.161125000000006
1.663316582914573,1.8649246231155778,35.161125000000006
1.6717587939698495,1.8649246231155778,34.971075
1.680201005025126,1.8649246231155778,34.91095
1.6886432160804024,1.8649246231155778,34.815925
1.6970854271356788,1.8649246231155778,34.28067499999999
1.705527638190955,1.8649246231155778,34.125524999999996
1.7139698492462314,1.8649246231155778,34.125524999999996
1.7224120603015076,1.8649246231155778,34.19532499999999
1.730854271356784,1.8649246231155778,34.26652499999999
1.7392964824120605,1.8649246231155778,34.40612499999999
1.747738693467337,1.8649246231155778,34.48484999999998
1.7561809045226133,1.8649246231155778,34.45957499999999
1.7646231155778898,1.8649246231155778,34.63407499999998
1.7730653266331662,1.8649246231155778,34.63407499999998
1.7815075376884424,1.8649246231155778,34.67789999999998
1.7899497487437188,1.8649246231155778,34.67789999999998
1.7983919597989952,1.8649246231155778,34.72242499999997
1.8068341708542717,1.8649246231155778,34.560349999999985
1.815276381909548,1.8649246231155778,34.500874999999986
1.8237185929648243,1.8649246231155778,34.40719999999999
1.8321608040201007,1.8649246231155778,34.33879999999999
1.8406030150753772,1.8649246231155778,34.2362
1.8490452261306536,1.8649246231155778,33.96260000000001
1.85748743718593,1.8649246231155778,33.92840000000001
1.8659296482412062,1.8649246231155778,33.89420000000001
1.8743718592964826,1.8649246231155778,33.825800000000015
1.882814070351759,1.8649246231155778,33.75740000000002
1.8912562814070355,1.8649246231155778,33.620600000000024
1.899698492462312,1.8649246231155778,33.51800000000003
1.9081407035175881,1.8649246231155778,33.59592500000001
1.9165829145728646,1.8649246231155778,33.61345
1.925025125628141,1.8649246231155778,33.639425
1.9334673366834174,1.8649246231155778,33.67447499999999
1.9419095477386938,1.8649246231155778,33.71797499999998
1.95035175879397,1.8649246231155778,33.71797499999998
1.9587939698492465,1.8649246231155778,33.71797499999998
1.967236180904523,1.8649246231155778,33.70952499999997
1.9756783919597993,1.8649246231155778,33.735499999999966
1.9841206030150758,1.8649246231155778,33.76147499999996
1.992562814070352,1.8649246231155778,33.77054999999996
2.0010050251256284,1.8649246231155778,33.79652499999995
2.009447236180905,1.8649246231155778,33.79652499999995
2.0178894472361812,1.8649246231155778,33.75364999999996
2.0263316582914577,1.8649246231155778,33.62502499999995
2.034773869346734,1.8649246231155778,33.582149999999956
2.0432160804020105,1.8649246231155778,33.582149999999956
2.0516582914572865,1.8649246231155778,33.57369999999995
2.0601005025125634,1.8649246231155778,33.539274999999954
2.0685427135678394,1.8649246231155778,33.53082499999995
2.0769849246231162,1.8649246231155778,33.49639999999995
2.085427135678392,1.8649246231155778,33.45352499999994
2.0938693467336686,1.8649246231155778,33.41064999999994
2.102311557788945,1.8649246231155778,33.37622499999994
2.1107537688442215,1.8649246231155778,33.37622499999994
2.119195979899498,1.8649246231155778,33.36777499999995
2.127638190954774,1.8649246231155778,33.36777499999995
2.136080402010051,1.8649246231155778,33.35932499999994
2.1445226130653268,1.8649246231155778,33.35932499999994
2.1529648241206036,1.8649246231155778,33.32489999999994
2.1614070351758796,1.8649246231155778,33.32489999999994
2.169849246231156,1.8649246231155778,33.31644999999994
2.1782914572864325,1.8649246231155778,33.31644999999994
2.186733668341709,1.8649246231155778,33.28202499999994
2.1951758793969853,1.8649246231155778,33.24759999999994
2.2036180904522618,1.8649246231155778,33.230699999999935
2.212060301507538,1.8649246231155778,33.230699999999935
2.220502512562814,1.8649246231155778,33.230699999999935
2.228944723618091,1.8649246231155778,33.230699999999935
2.237386934673367,1.8649246231155778,33.230699999999935
2.245829145728644,1.8649246231155778,33.230699999999935
2.25427135678392,1.8649246231155778,33.230699999999935
2.2627135678391963,1.8649246231155778,33.230699999999935
2.2711557788944727,1.8649246231155778,33.230699999999935
2.279597989949749,1.8649246231155778,33.230699999999935
2.2880402010050256,1.8649246231155778,33.230699999999935
2.2964824120603016,1.8649246231155778,33.230699999999935
2.3049246231155784,1.8649246231155778,33.230699999999935
2.3133668341708544,1.8649246231155778,33.230699999999935
2.3218090452261313,1.8649246231155778,33.230699999999935
2.3302512562814073,1.8649246231155778,33.230699999999935
2.3386934673366837,1.8649246231155778,33.230699999999935
2.34713567839196,1.8649246231155778,33.230699999999935
2.3555778894472366,1.8649246231155778,33.230699999999935
2.364020100502513,1.8649246231155778,33.230699999999935
2.3724623115577894,1.8649246231155778,33.230699999999935
2.380904522613066,1.8649246231155778,33.230699999999935
2.389346733668342,1.8649246231155778,33.230699999999935
2.3977889447236187,1.8649246231155778,33.230699999999935
2.4062311557788947,1.8649246231155778,33.230699999999935
2.4146733668341716,1.8649246231155778,33.230699999999935
2.4231155778894475,1.8649246231155778,33.230699999999935
2.431557788944724,1.8649246231155778,33.230699999999935
2.4400000000000004,1.8649246231155778,33.230699999999935
0.76,1.8698492462311556,37.45582500000002
0.7684422110552764,1.8698492462311556,37.45582500000002
0.7768844221105528,1.8698492462311556,37.45582500000002
0.7853266331658292,1.8698492462311556,37.45582500000002
0.7937688442211055,1.8698492462311556,37.45582500000002
0.8022110552763819,1.8698492462311556,37.45582500000002
0.8106532663316584,1.8698492462311556,37.45582500000002
0.8190954773869347,1.8698492462311556,37.45582500000002
0.8275376884422111,1.8698492462311556,37.45582500000002
0.8359798994974874,1.8698492462311556,37.45582500000002
0.8444221105527638,1.8698492462311556,37.45582500000002
0.8528643216080403,1.8698492462311556,37.45582500000002
0.8613065326633166,1.8698492462311556,37.45582500000002
0.869748743718593,1.8698492462311556,37.45582500000002
0.8781909547738693,1.8698492462311556,37.45582500000002
0.8866331658291458,1.8698492462311556,37.45582500000002
0.8950753768844222,1.8698492462311556,37.45582500000002
0.9035175879396985,1.8698492462311556,37.45582500000002
0.9119597989949749,1.8698492462311556,37.45582500000002
0.9204020100502512,1.8698492462311556,37.45582500000002
0.9288442211055277,1.8698492462311556,37.45582500000002
0.9372864321608041,1.8698492462311556,37.45582500000002
0.9457286432160805,1.8698492462311556,37.45582500000002
0.9541708542713568,1.8698492462311556,37.45582500000002
0.9626130653266332,1.8698492462311556,37.45582500000002
0.9710552763819096,1.8698492462311556,37.45582500000002
0.979497487437186,1.8698492462311556,37.45582500000002
0.9879396984924624,1.8698492462311556,37.45582500000002
0.9963819095477388,1.8698492462311556,37.45582500000002
1.004824120603015,1.8698492462311556,37.49137500000002
1.0132663316582915,1.8698492462311556,37.483325000000015
1.021708542713568,1.8698492462311556,37.483325000000015
1.0301507537688444,1.8698492462311556,37.53665000000001
1.0385929648241206,1.8698492462311556,37.54637500000001
1.047035175879397,1.8698492462311556,37.591650000000016
1.0554773869346734,1.8698492462311556,37.601375000000004
1.0639195979899498,1.8698492462311556,37.65470000000001
1.0723618090452263,1.8698492462311556,37.672475000000006
1.0808040201005027,1.8698492462311556,37.672475000000006
1.0892462311557791,1.8698492462311556,37.68220000000002
1.0976884422110553,1.8698492462311556,37.69192500000001
1.1061306532663318,1.8698492462311556,37.61445000000001
1.1145728643216082,1.8698492462311556,37.56280000000002
1.1230150753768844,1.8698492462311556,37.56280000000002
1.1314572864321608,1.8698492462311556,37.459500000000006
1.1398994974874372,1.8698492462311556,37.407849999999996
1.1483417085427137,1.8698492462311556,37.33037499999999
1.15678391959799,1.8698492462311556,37.25289999999998
1.1652261306532665,1.8698492462311556,37.227074999999985
1.173668341708543,1.8698492462311556,37.14959999999998
1.1821105527638192,1.8698492462311556,37.097949999999976
1.1905527638190956,1.8698492462311556,36.99464999999998
1.198994974874372,1.8698492462311556,36.94299999999998
1.2074371859296484,1.8698492462311556,36.89964999999998
1.2158793969849246,1.8698492462311556,36.75259999999998
1.224321608040201,1.8698492462311556,36.66589999999998
1.2327638190954775,1.8698492462311556,36.51884999999998
1.241206030150754,1.8698492462311556,36.37179999999998
1.2496482412060304,1.8698492462311556,36.328449999999975
1.2580904522613068,1.8698492462311556,36.18139999999998
1.2665326633165832,1.8698492462311556,36.03434999999998
1.2749748743718594,1.8698492462311556,35.843949999999985
1.2834170854271358,1.8698492462311556,35.723249999999986
1.291859296482412,1.8698492462311556,35.67989999999999
1.3003015075376885,1.8698492462311556,35.636549999999986
1.308743718592965,1.8698492462311556,35.54219999999999
1.3171859296482413,1.8698492462311556,35.50819999999998
1.3256281407035178,1.8698492462311556,35.37049999999998
1.3340703517587942,1.8698492462311556,35.319499999999984
1.3425125628140706,1.8698492462311556,35.285499999999985
1.350954773869347,1.8698492462311556,35.164799999999985
1.3593969849246232,1.8698492462311556,35.02709999999999
1.3678391959798997,1.8698492462311556,34.94974999999999
1.3762814070351759,1.8698492462311556,34.87239999999999
1.3847236180904523,1.8698492462311556,34.73469999999999
1.3931658291457287,1.8698492462311556,34.58
1.4016080402010052,1.8698492462311556,34.529
1.4100502512562816,1.8698492462311556,34.6671
1.418492462311558,1.8698492462311556,34.8052
1.4269346733668344,1.8698492462311556,34.9433
1.4353768844221109,1.8698492462311556,35.219500000000004
1.443819095477387,1.8698492462311556,35.42665000000001
1.4522613065326635,1.8698492462311556,35.56475000000001
1.46070351758794,1.8698492462311556,35.84095000000001
1.4691457286432161,1.8698492462311556,35.979050000000015
1.4775879396984926,1.8698492462311556,36.11715000000001
1.486030150753769,1.8698492462311556,36.255250000000004
1.4944723618090454,1.8698492462311556,36.32430000000001
1.5029145728643218,1.8698492462311556,36.39335000000001
1.5113567839195983,1.8698492462311556,36.40227500000001
1.5197989949748747,1.8698492462311556,36.11720000000001
1.528241206030151,1.8698492462311556,35.99620000000001
1.5366834170854273,1.8698492462311556,35.93607500000001
1.5451256281407038,1.8698492462311556,35.93607500000001
1.55356783919598,1.8698492462311556,35.87595000000001
1.5620100502512564,1.8698492462311556,35.78092500000001
1.5704522613065328,1.8698492462311556,35.565650000000005
1.5788944723618092,1.8698492462311556,35.539675
1.5873366834170857,1.8698492462311556,35.47955
1.595778894472362,1.8698492462311556,35.333325
1.6042211055276385,1.8698492462311556,35.333325
1.612663316582915,1.8698492462311556,35.333325
1.6211055276381912,1.8698492462311556,35.34225
1.6295477386934676,1.8698492462311556,35.34225
1.6379899497487438,1.8698492462311556,35.316275000000005
1.6464321608040202,1.8698492462311556,35.316275000000005
1.6548743718592966,1.8698492462311556,35.161125000000006
1.663316582914573,1.8698492462311556,35.161125000000006
1.6717587939698495,1.8698492462311556,34.971075
1.680201005025126,1.8698492462311556,34.91095
1.6886432160804024,1.8698492462311556,34.815925
1.6970854271356788,1.8698492462311556,34.28067499999999
1.705527638190955,1.8698492462311556,34.125524999999996
1.7139698492462314,1.8698492462311556,34.125524999999996
1.7224120603015076,1.8698492462311556,34.19532499999999
1.730854271356784,1.8698492462311556,34.26652499999999
1.7392964824120605,1.8698492462311556,34.40612499999999
1.747738693467337,1.8698492462311556,34.48484999999998
1.7561809045226133,1.8698492462311556,34.45957499999999
1.7646231155778898,1.8698492462311556,34.63407499999998
1.7730653266331662,1.8698492462311556,34.63407499999998
1.7815075376884424,1.8698492462311556,34.67789999999998
1.7899497487437188,1.8698492462311556,34.67789999999998
1.7983919597989952,1.8698492462311556,34.72242499999997
1.8068341708542717,1.8698492462311556,34.560349999999985
1.815276381909548,1.8698492462311556,34.500874999999986
1.8237185929648243,1.8698492462311556,34.40719999999999
1.8321608040201007,1.8698492462311556,34.33879999999999
1.8406030150753772,1.8698492462311556,34.2362
1.8490452261306536,1.8698492462311556,33.96260000000001
1.85748743718593,1.8698492462311556,33.92840000000001
1.8659296482412062,1.8698492462311556,33.89420000000001
1.8743718592964826,1.8698492462311556,33.825800000000015
1.882814070351759,1.8698492462311556,33.75740000000002
1.8912562814070355,1.8698492462311556,33.620600000000024
1.899698492462312,1.8698492462311556,33.51800000000003
1.9081407035175881,1.8698492462311556,33.59592500000001
1.9165829145728646,1.8698492462311556,33.61345
1.925025125628141,1.8698492462311556,33.639425
1.9334673366834174,1.8698492462311556,33.67447499999999
1.9419095477386938,1.8698492462311556,33.71797499999998
1.95035175879397,1.8698492462311556,33.71797499999998
1.9587939698492465,1.8698492462311556,33.71797499999998
1.967236180904523,1.8698492462311556,33.70952499999997
1.9756783919597993,1.8698492462311556,33.735499999999966
1.9841206030150758,1.8698492462311556,33.76147499999996
1.992562814070352,1.8698492462311556,33.77054999999996
2.0010050251256284,1.8698492462311556,33.79652499999995
2.009447236180905,1.8698492462311556,33.79652499999995
2.0178894472361812,1.8698492462311556,33.75364999999996
