v АК,v ЦН,I(650)
0.32,0.19999999999999996,0.13143500650163117
0.3298492462311558,0.19999999999999996,0.13143500650163117
0.33969849246231154,0.19999999999999996,0.13143500650163117
0.34954773869346734,0.19999999999999996,0.13143500650163117
0.35939698492462313,0.19999999999999996,0.13143500650163117
0.3692462311557789,0.19999999999999996,0.13143500650163117
0.37909547738693467,0.19999999999999996,0.13143500650163117
0.38894472361809046,0.19999999999999996,0.13143500650163117
0.3987939698492462,0.19999999999999996,0.13143500650163117
0.408643216080402,0.19999999999999996,0.13143500650163117
0.4184924623115578,0.19999999999999996,0.13143500650163117
0.4283417085427136,0.19999999999999996,0.13143500650163117
0.4381909547738693,0.19999999999999996,0.13143500650163117
0.4480402010050251,0.19999999999999996,0.13143500650163117
0.45788944723618086,0.19999999999999996,0.13143500650163117
0.46773869346733665,0.19999999999999996,0.13143500650163117
0.47758793969849245,0.19999999999999996,0.13143500650163117
0.48743718592964824,0.19999999999999996,0.13143500650163117
0.49728643216080404,0.19999999999999996,0.13143500650163117
0.5071356783919598,0.19999999999999996,0.13143500650163117
0.5169849246231155,0.19999999999999996,0.13143500650163117
0.5268341708542713,0.19999999999999996,0.13143500650163117
0.5366834170854271,0.19999999999999996,0.13143500650163117
0.5465326633165829,0.19999999999999996,0.13143500650163117
0.5563819095477387,0.19999999999999996,0.13143500650163117
0.5662311557788944,0.19999999999999996,0.13143500650163117
0.5760804020100503,0.19999999999999996,0.13143500650163117
0.585929648241206,0.19999999999999996,0.13143500650163117
0.5957788944723618,0.19999999999999996,0.13143500650163117
0.6056281407035176,0.19999999999999996,0.13143500650163117
0.6154773869346734,0.19999999999999996,0.13143500650163117
0.6253266331658291,0.19999999999999996,0.13178821143135627
0.6351758793969848,0.19999999999999996,0.13178821143135627
0.6450251256281407,0.19999999999999996,0.13178821143135627
0.6548743718592964,0.19999999999999996,0.13178821143135627
0.6647236180904522,0.19999999999999996,0.1321414163610814
0.674572864321608,0.19999999999999996,0.13249462129080647
