v AA,v TC,I(max) d I(450)
2.390954773869347,0.78,1.7702615082155382
2.402211055276382,0.78,1.7749323683521336
2.413467336683417,0.78,1.7778513586310247
2.4247236180904523,0.78,1.7778513586310247
2.4359798994974877,0.78,1.7791646664113407
2.4472361809045227,0.78,1.7798213203014988
2.4584924623115576,0.78,1.7812808154409445
2.469748743718593,0.78,1.7819374693311025
2.4810050251256284,0.78,1.7819374693311025
2.4922613065326633,0.78,1.7819374693311025
2.5035175879396983,0.78,1.7825941232212608
2.5147738693467336,0.78,1.7832507771114188
2.526030150753769,0.78,1.7832507771114188
2.537286432160804,0.78,1.7839074310015768
2.548542713567839,0.78,1.7845640848917348
2.5597989949748743,0.78,1.7852207387818928
2.5710552763819097,0.78,1.7852207387818928
2.5823115577889446,0.78,1.7866802339213386
2.59356783919598,0.78,1.7879935417016548
2.6048241206030154,0.78,1.7879935417016548
2.6160804020100503,0.78,1.7879935417016548
2.6273366834170853,0.78,1.7879935417016548
2.6385929648241206,0.78,1.7879935417016548
2.649849246231156,0.78,1.7879935417016548
2.661105527638191,0.78,1.7879935417016548
2.672361809045226,0.78,1.7879935417016548
2.6836180904522617,0.78,1.7879935417016548
2.6948743718592967,0.78,1.7879935417016548
2.7061306532663316,0.78,1.7879935417016548
2.7173869346733666,0.78,1.7879935417016548
2.7286432160804024,0.78,1.7879935417016548
2.7398994974874373,0.78,1.7879935417016548
2.7511557788944723,0.78,1.7879935417016548
2.762412060301507,0.78,1.7879935417016548
2.773668341708543,0.78,1.7879935417016548
2.784924623115578,0.78,1.7879935417016548
2.796180904522613,0.78,1.7879935417016548
2.807437185929648,0.78,1.7879935417016548
2.8186934673366837,0.78,1.7879935417016548
2.8299497487437186,0.78,1.7879935417016548
2.8412060301507536,0.78,1.7879935417016548
2.8524623115577894,0.78,1.7879935417016548
2.8637185929648243,0.78,1.7879935417016548
2.8749748743718593,0.78,1.7879935417016548
2.886231155778894,0.78,1.7879935417016548
2.89748743718593,0.78,1.7879935417016548
2.908743718592965,0.78,1.7879935417016548
2.92,0.78,1.7879935417016548
0.6799999999999999,0.7912562814070352,1.6615848512437705
0.6912562814070351,0.7912562814070352,1.6615848512437705
0.7025125628140703,0.7912562814070352,1.6615848512437705
0.7137688442211054,0.7912562814070352,1.6615848512437705
0.7250251256281406,0.7912562814070352,1.6615848512437705
0.7362814070351759,0.7912562814070352,1.6615848512437705
0.747537688442211,0.7912562814070352,1.6615848512437705
0.7587939698492462,0.7912562814070352,1.6615848512437705
0.7700502512562813,0.7912562814070352,1.6615848512437705
0.7813065326633165,0.7912562814070352,1.6615848512437705
0.7925628140703517,0.7912562814070352,1.6615848512437705
0.8038190954773868,0.7912562814070352,1.6615848512437705
0.8150753768844221,0.7912562814070352,1.6615848512437705
0.8263316582914573,0.7912562814070352,1.6615848512437705
0.8375879396984924,0.7912562814070352,1.6615848512437705
0.8488442211055276,0.7912562814070352,1.6615848512437705
0.8601005025125628,0.7912562814070352,1.6615848512437705
0.8713567839195979,0.7912562814070352,1.6615848512437705
0.8826130653266331,0.7912562814070352,1.6615848512437705
0.8938693467336682,0.7912562814070352,1.6615848512437705
0.9051256281407034,0.7912562814070352,1.6615848512437705
0.9163819095477386,0.7912562814070352,1.6615848512437705
0.9276381909547738,0.7912562814070352,1.6615848512437705
0.938894472361809,0.7912562814070352,1.6615848512437705
0.9501507537688442,0.7912562814070352,1.6615848512437705
0.9614070351758793,0.7912562814070352,1.6615848512437705
0.9726633165829145,0.7912562814070352,1.6615848512437705
0.9839195979899498,0.7912562814070352,1.6615848512437705
0.9951758793969849,0.7912562814070352,1.6615848512437705
1.00643216080402,0.7912562814070352,1.6615848512437705
1.0176884422110553,0.7912562814070352,1.6615848512437705
1.0289447236180904,0.7912562814070352,1.6615848512437705
1.0402010050251256,0.7912562814070352,1.6615848512437705
1.0514572864321607,0.7912562814070352,1.6615848512437705
1.062713567839196,0.7912562814070352,1.6615848512437705
1.073969849246231,0.7912562814070352,1.6615848512437705
1.0852261306532662,0.7912562814070352,1.6615848512437705
1.0964824120603014,0.7912562814070352,1.6615848512437705
1.1077386934673368,0.7912562814070352,1.6615848512437705
1.1189949748743717,0.7912562814070352,1.6615848512437705
1.130251256281407,0.7912562814070352,1.6615848512437705
1.141507537688442,0.7912562814070352,1.6615848512437705
1.1527638190954774,0.7912562814070352,1.6615848512437705
1.1640201005025126,0.7912562814070352,1.6608621197313833
1.1752763819095478,0.7912562814070352,1.6608621197313833
1.186532663316583,0.7912562814070352,1.6608621197313833
1.197788944723618,0.7912562814070352,1.6601393882189963
1.2090452261306532,0.7912562814070352,1.6601393882189963
1.2203015075376884,0.7912562814070352,1.6601393882189963
1.2315577889447236,0.7912562814070352,1.6601393882189963
1.2428140703517587,0.7912562814070352,1.6668122541787844
1.2540703517587939,0.7912562814070352,1.6668122541787844
1.265326633165829,0.7912562814070352,1.6734851201385728
1.2765829145728644,0.7912562814070352,1.6734851201385728
1.2878391959798994,0.7912562814070352,1.6734851201385728
1.2990954773869348,0.7912562814070352,1.6734851201385728
1.3103517587939697,0.7912562814070352,1.6734851201385728
1.321608040201005,0.7912562814070352,1.687548972849799
1.33286432160804,0.7912562814070352,1.694221838809587
1.3441206030150754,0.7912562814070352,1.694221838809587
1.3553768844221106,0.7912562814070352,1.694221838809587
1.3666331658291457,0.7912562814070352,1.694221838809587
1.377889447236181,0.7912562814070352,1.7094861093823936
1.389145728643216,0.7912562814070352,1.7094861093823936
1.4004020100502512,0.7912562814070352,1.7094861093823936
1.4116582914572864,0.7912562814070352,1.7082856915208133
1.4229145728643215,0.7912562814070352,1.7082856915208133
1.4341708542713567,0.7912562814070352,1.7082856915208133
1.4454271356783919,0.7912562814070352,1.7082856915208133
1.456683417085427,0.7912562814070352,1.7070852736592328
1.4679396984924624,0.7912562814070352,1.7070852736592328
1.4791959798994974,0.7912562814070352,1.7070852736592328
1.4904522613065327,0.7912562814070352,1.7070852736592328
1.5017085427135677,0.7912562814070352,1.7058848557976525
1.512964824120603,0.7912562814070352,1.7058848557976525
1.524221105527638,0.7912562814070352,1.7046844379360717
1.5354773869346734,0.7912562814070352,1.7046844379360717
1.5467336683417086,0.7912562814070352,1.707236904650678
1.5579899497487437,0.7912562814070352,1.707236904650678
1.5692462311557789,0.7912562814070352,1.7079550254423275
1.580502512562814,0.7912562814070352,1.7067546075807472
1.5917587939698492,0.7912562814070352,1.709391267025627
1.6030150753768844,0.7912562814070352,1.709391267025627
1.6142713567839195,0.7912562814070352,1.7125102235404372
1.6255276381909547,0.7912562814070352,1.7125102235404372
1.63678391959799,0.7912562814070352,1.7156291800552481
1.648040201005025,0.7912562814070352,1.7187481365700588
1.6592964824120604,0.7912562814070352,1.722501021146245
1.6705527638190953,0.7912562814070352,1.7176320698242944
1.6818090452261307,0.7912562814070352,1.721384954400481
1.693065326633166,0.7912562814070352,1.7288907235528537
1.704321608040201,0.7912562814070352,1.7326436081290404
1.7155778894472362,0.7912562814070352,1.7363964927052264
1.7268341708542714,0.7912562814070352,1.7501047296084482
1.7380904522613065,0.7912562814070352,1.7501047296084482
1.7493467336683417,0.7912562814070352,1.7501047296084482
1.7606030150753769,0.7912562814070352,1.756307197359297
1.771859296482412,0.7912562814070352,1.756307197359297
1.7831155778894472,0.7912562814070352,1.7711669462870554
1.7943718592964824,0.7912562814070352,1.7711669462870554
1.8056281407035175,0.7912562814070352,1.7723191882154214
1.8168844221105527,0.7912562814070352,1.7723191882154214
1.8281407035175878,0.7912562814070352,1.7723191882154214
1.839396984924623,0.7912562814070352,1.7703524736289773
1.8506532663316582,0.7912562814070352,1.768385759042533
1.8619095477386935,0.7912562814070352,1.7670824576410087
1.8731658291457287,0.7912562814070352,1.7651806734568811
1.8844221105527639,0.7912562814070352,1.7619461027476853
1.895678391959799,0.7912562814070352,1.7613121746863094
1.9069346733668342,0.7912562814070352,1.7606782466249336
1.9181909547738694,0.7912562814070352,1.7606782466249336
1.9294472361809045,0.7912562814070352,1.7627098916136945
1.9407035175879397,0.7912562814070352,1.7627098916136945
1.9519597989949748,0.7912562814070352,1.762774822016011
1.96321608040201,0.7912562814070352,1.762774822016011
1.9744723618090452,0.7912562814070352,1.762774822016011
1.9857286432160803,0.7912562814070352,1.762774822016011
1.9969849246231155,0.7912562814070352,1.7621408939546352
2.0082412060301507,0.7912562814070352,1.7589926267122835
2.019497487437186,0.7912562814070352,1.756084994314526
2.030753768844221,0.7912562814070352,1.754750783286432
2.0420100502512564,0.7912562814070352,1.7515684952683332
2.0532663316582918,0.7912562814070352,1.74551402013125
2.0645226130653267,0.7912562814070352,1.741272176705398
2.0757788944723616,0.7912562814070352,1.7367556776592052
2.087035175879397,0.7912562814070352,1.7354214666311112
2.0982914572864324,0.7912562814070352,1.7298454121771651
2.1095477386934673,0.7912562814070352,1.7271769901209768
2.1208040201005023,0.7912562814070352,1.7262857544972476
2.1320603015075377,0.7912562814070352,1.7267641751803855
2.143316582914573,0.7912562814070352,1.7254299641522912
2.154572864321608,0.7912562814070352,1.7245741738073348
2.165829145728643,0.7912562814070352,1.7226233827758528
2.1770854271356783,0.7912562814070352,1.723066358180218
2.1883417085427137,0.7912562814070352,1.7219713574936921
2.1995979899497486,0.7912562814070352,1.7219713574936921
2.2108542713567836,0.7912562814070352,1.7284651862403002
2.2221105527638194,0.7912562814070352,1.732361483488265
2.2333668341708544,0.7912562814070352,1.7375565464855516
2.2446231155778893,0.7912562814070352,1.74405037523216
2.2558793969849247,0.7912562814070352,1.7466479067308032
2.26713567839196,0.7912562814070352,1.7544405012267332
2.278391959798995,0.7912562814070352,1.7570380327253765
2.28964824120603,0.7912562814070352,1.7583367984746983
2.3009045226130653,0.7912562814070352,1.762233095722663
2.3121608040201007,0.7912562814070352,1.762233095722663
2.3234170854271357,0.7912562814070352,1.762233095722663
2.3346733668341706,0.7912562814070352,1.7646416194705257
2.345929648241206,0.7912562814070352,1.765444460719813
2.3571859296482414,0.7912562814070352,1.7678529844676756
2.3684422110552763,0.7912562814070352,1.7678529844676756
2.3796984924623112,0.7912562814070352,1.7678529844676756
2.390954773869347,0.7912562814070352,1.7702615082155382
2.402211055276382,0.7912562814070352,1.7749323683521336
2.413467336683417,0.7912562814070352,1.7778513586310247
2.4247236180904523,0.7912562814070352,1.7778513586310247
2.4359798994974877,0.7912562814070352,1.7791646664113407
2.4472361809045227,0.7912562814070352,1.7798213203014988
2.4584924623115576,0.7912562814070352,1.7812808154409445
2.469748743718593,0.7912562814070352,1.7819374693311025
2.4810050251256284,0.7912562814070352,1.7819374693311025
2.4922613065326633,0.7912562814070352,1.7819374693311025
2.5035175879396983,0.7912562814070352,1.7825941232212608
2.5147738693467336,0.7912562814070352,1.7832507771114188
2.526030150753769,0.7912562814070352,1.7832507771114188
2.537286432160804,0.7912562814070352,1.7839074310015768
2.548542713567839,0.7912562814070352,1.7845640848917348
2.5597989949748743,0.7912562814070352,1.7852207387818928
2.5710552763819097,0.7912562814070352,1.7852207387818928
2.5823115577889446,0.7912562814070352,1.7866802339213386
2.59356783919598,0.7912562814070352,1.7879935417016548
2.6048241206030154,0.7912562814070352,1.7879935417016548
2.6160804020100503,0.7912562814070352,1.7879935417016548
2.6273366834170853,0.7912562814070352,1.7879935417016548
2.6385929648241206,0.7912562814070352,1.7879935417016548
2.649849246231156,0.7912562814070352,1.7879935417016548
2.661105527638191,0.7912562814070352,1.7879935417016548
2.672361809045226,0.7912562814070352,1.7879935417016548
2.6836180904522617,0.7912562814070352,1.7879935417016548
2.6948743718592967,0.7912562814070352,1.7879935417016548
2.7061306532663316,0.7912562814070352,1.7879935417016548
2.7173869346733666,0.7912562814070352,1.7879935417016548
2.7286432160804024,0.7912562814070352,1.7879935417016548
2.7398994974874373,0.7912562814070352,1.7879935417016548
2.7511557788944723,0.7912562814070352,1.7879935417016548
2.762412060301507,0.7912562814070352,1.7879935417016548
2.773668341708543,0.7912562814070352,1.7879935417016548
2.784924623115578,0.7912562814070352,1.7879935417016548
2.796180904522613,0.7912562814070352,1.7879935417016548
2.807437185929648,0.7912562814070352,1.7879935417016548
2.8186934673366837,0.7912562814070352,1.7879935417016548
2.8299497487437186,0.7912562814070352,1.7879935417016548
2.8412060301507536,0.7912562814070352,1.7879935417016548
2.8524623115577894,0.7912562814070352,1.7879935417016548
2.8637185929648243,0.7912562814070352,1.7879935417016548
2.8749748743718593,0.7912562814070352,1.7879935417016548
2.886231155778894,0.7912562814070352,1.7879935417016548
2.89748743718593,0.7912562814070352,1.7879935417016548
2.908743718592965,0.7912562814070352,1.7879935417016548
2.92,0.7912562814070352,1.7879935417016548
0.6799999999999999,0.8025125628140704,1.6615848512437705
0.6912562814070351,0.8025125628140704,1.6615848512437705
0.7025125628140703,0.8025125628140704,1.6615848512437705
0.7137688442211054,0.8025125628140704,1.6615848512437705
0.7250251256281406,0.8025125628140704,1.6615848512437705
0.7362814070351759,0.8025125628140704,1.6615848512437705
0.747537688442211,0.8025125628140704,1.6615848512437705
0.7587939698492462,0.8025125628140704,1.6615848512437705
0.7700502512562813,0.8025125628140704,1.6615848512437705
0.7813065326633165,0.8025125628140704,1.6615848512437705
0.7925628140703517,0.8025125628140704,1.6615848512437705
0.8038190954773868,0.8025125628140704,1.6615848512437705
0.8150753768844221,0.8025125628140704,1.6615848512437705
0.8263316582914573,0.8025125628140704,1.6615848512437705
0.8375879396984924,0.8025125628140704,1.6615848512437705
0.8488442211055276,0.8025125628140704,1.6615848512437705
0.8601005025125628,0.8025125628140704,1.6615848512437705
0.8713567839195979,0.8025125628140704,1.6615848512437705
0.8826130653266331,0.8025125628140704,1.6615848512437705
0.8938693467336682,0.8025125628140704,1.6615848512437705
0.9051256281407034,0.8025125628140704,1.6615848512437705
0.9163819095477386,0.8025125628140704,1.6615848512437705
0.9276381909547738,0.8025125628140704,1.6615848512437705
0.938894472361809,0.8025125628140704,1.6615848512437705
0.9501507537688442,0.8025125628140704,1.6615848512437705
0.9614070351758793,0.8025125628140704,1.6615848512437705
0.9726633165829145,0.8025125628140704,1.6615848512437705
0.9839195979899498,0.8025125628140704,1.6615848512437705
0.9951758793969849,0.8025125628140704,1.6615848512437705
1.00643216080402,0.8025125628140704,1.6615848512437705
1.0176884422110553,0.8025125628140704,1.6615848512437705
1.0289447236180904,0.8025125628140704,1.6615848512437705
1.0402010050251256,0.8025125628140704,1.6615848512437705
1.0514572864321607,0.8025125628140704,1.6615848512437705
1.062713567839196,0.8025125628140704,1.6615848512437705
1.073969849246231,0.8025125628140704,1.6615848512437705
1.0852261306532662,0.8025125628140704,1.6615848512437705
1.0964824120603014,0.8025125628140704,1.6615848512437705
1.1077386934673368,0.8025125628140704,1.6615848512437705
1.1189949748743717,0.8025125628140704,1.6615848512437705
1.130251256281407,0.8025125628140704,1.6615848512437705
1.141507537688442,0.8025125628140704,1.6615848512437705
1.1527638190954774,0.8025125628140704,1.6615848512437705
1.1640201005025126,0.8025125628140704,1.6608621197313833
1.1752763819095478,0.8025125628140704,1.6608621197313833
1.186532663316583,0.8025125628140704,1.6608621197313833
1.197788944723618,0.8025125628140704,1.6601393882189963
1.2090452261306532,0.8025125628140704,1.6601393882189963
1.2203015075376884,0.8025125628140704,1.6601393882189963
1.2315577889447236,0.8025125628140704,1.6601393882189963
1.2428140703517587,0.8025125628140704,1.6668122541787844
1.2540703517587939,0.8025125628140704,1.6668122541787844
1.265326633165829,0.8025125628140704,1.6734851201385728
1.2765829145728644,0.8025125628140704,1.6734851201385728
1.2878391959798994,0.8025125628140704,1.6734851201385728
1.2990954773869348,0.8025125628140704,1.6734851201385728
1.3103517587939697,0.8025125628140704,1.6734851201385728
1.321608040201005,0.8025125628140704,1.687548972849799
1.33286432160804,0.8025125628140704,1.694221838809587
1.3441206030150754,0.8025125628140704,1.694221838809587
1.3553768844221106,0.8025125628140704,1.694221838809587
1.3666331658291457,0.8025125628140704,1.694221838809587
1.377889447236181,0.8025125628140704,1.7094861093823936
1.389145728643216,0.8025125628140704,1.7094861093823936
1.4004020100502512,0.8025125628140704,1.7094861093823936
1.4116582914572864,0.8025125628140704,1.7082856915208133
1.4229145728643215,0.8025125628140704,1.7082856915208133
1.4341708542713567,0.8025125628140704,1.7082856915208133
1.4454271356783919,0.8025125628140704,1.7082856915208133
1.456683417085427,0.8025125628140704,1.7070852736592328
1.4679396984924624,0.8025125628140704,1.7070852736592328
1.4791959798994974,0.8025125628140704,1.7070852736592328
1.4904522613065327,0.8025125628140704,1.7070852736592328
1.5017085427135677,0.8025125628140704,1.7058848557976525
1.512964824120603,0.8025125628140704,1.7058848557976525
1.524221105527638,0.8025125628140704,1.7046844379360717
1.5354773869346734,0.8025125628140704,1.7046844379360717
1.5467336683417086,0.8025125628140704,1.707236904650678
1.5579899497487437,0.8025125628140704,1.707236904650678
1.5692462311557789,0.8025125628140704,1.7079550254423275
1.580502512562814,0.8025125628140704,1.7067546075807472
1.5917587939698492,0.8025125628140704,1.709391267025627
1.6030150753768844,0.8025125628140704,1.709391267025627
1.6142713567839195,0.8025125628140704,1.7125102235404372
1.6255276381909547,0.8025125628140704,1.7125102235404372
1.63678391959799,0.8025125628140704,1.7156291800552481
1.648040201005025,0.8025125628140704,1.7187481365700588
1.6592964824120604,0.8025125628140704,1.722501021146245
1.6705527638190953,0.8025125628140704,1.7176320698242944
1.6818090452261307,0.8025125628140704,1.721384954400481
1.693065326633166,0.8025125628140704,1.7288907235528537
1.704321608040201,0.8025125628140704,1.7326436081290404
1.7155778894472362,0.8025125628140704,1.7363964927052264
1.7268341708542714,0.8025125628140704,1.7501047296084482
1.7380904522613065,0.8025125628140704,1.7501047296084482
1.7493467336683417,0.8025125628140704,1.7501047296084482
1.7606030150753769,0.8025125628140704,1.756307197359297
1.771859296482412,0.8025125628140704,1.756307197359297
1.7831155778894472,0.8025125628140704,1.7711669462870554
1.7943718592964824,0.8025125628140704,1.7711669462870554
1.8056281407035175,0.8025125628140704,1.7723191882154214
1.8168844221105527,0.8025125628140704,1.7723191882154214
1.8281407035175878,0.8025125628140704,1.7723191882154214
1.839396984924623,0.8025125628140704,1.7703524736289773
1.8506532663316582,0.8025125628140704,1.768385759042533
1.8619095477386935,0.8025125628140704,1.7670824576410087
1.8731658291457287,0.8025125628140704,1.7651806734568811
1.8844221105527639,0.8025125628140704,1.7619461027476853
1.895678391959799,0.8025125628140704,1.7613121746863094
1.9069346733668342,0.8025125628140704,1.7606782466249336
1.9181909547738694,0.8025125628140704,1.7606782466249336
1.9294472361809045,0.8025125628140704,1.7627098916136945
1.9407035175879397,0.8025125628140704,1.7627098916136945
1.9519597989949748,0.8025125628140704,1.762774822016011
1.96321608040201,0.8025125628140704,1.762774822016011
1.9744723618090452,0.8025125628140704,1.762774822016011
1.9857286432160803,0.8025125628140704,1.762774822016011
1.9969849246231155,0.8025125628140704,1.7621408939546352
2.0082412060301507,0.8025125628140704,1.7589926267122835
2.019497487437186,0.8025125628140704,1.756084994314526
2.030753768844221,0.8025125628140704,1.754750783286432
2.0420100502512564,0.8025125628140704,1.7515684952683332
2.0532663316582918,0.8025125628140704,1.74551402013125
2.0645226130653267,0.8025125628140704,1.741272176705398
2.0757788944723616,0.8025125628140704,1.7367556776592052
2.087035175879397,0.8025125628140704,1.7354214666311112
2.0982914572864324,0.8025125628140704,1.7298454121771651
2.1095477386934673,0.8025125628140704,1.7271769901209768
2.1208040201005023,0.8025125628140704,1.7262857544972476
2.1320603015075377,0.8025125628140704,1.7267641751803855
2.143316582914573,0.8025125628140704,1.7254299641522912
2.154572864321608,0.8025125628140704,1.7245741738073348
2.165829145728643,0.8025125628140704,1.7226233827758528
2.1770854271356783,0.8025125628140704,1.723066358180218
2.1883417085427137,0.8025125628140704,1.7219713574936921
2.1995979899497486,0.8025125628140704,1.7219713574936921
2.2108542713567836,0.8025125628140704,1.7284651862403002
2.2221105527638194,0.8025125628140704,1.732361483488265
2.2333668341708544,0.8025125628140704,1.7375565464855516
2.2446231155778893,0.8025125628140704,1.74405037523216
2.2558793969849247,0.8025125628140704,1.7466479067308032
2.26713567839196,0.8025125628140704,1.7544405012267332
2.278391959798995,0.8025125628140704,1.7570380327253765
2.28964824120603,0.8025125628140704,1.7583367984746983
2.3009045226130653,0.8025125628140704,1.762233095722663
2.3121608040201007,0.8025125628140704,1.762233095722663
2.3234170854271357,0.8025125628140704,1.762233095722663
2.3346733668341706,0.8025125628140704,1.7646416194705257
2.345929648241206,0.8025125628140704,1.765444460719813
2.3571859296482414,0.8025125628140704,1.7678529844676756
2.3684422110552763,0.8025125628140704,1.7678529844676756
2.3796984924623112,0.8025125628140704,1.7678529844676756
2.390954773869347,0.8025125628140704,1.7702615082155382
2.402211055276382,0.8025125628140704,1.7749323683521336
2.413467336683417,0.8025125628140704,1.7778513586310247
2.4247236180904523,0.8025125628140704,1.7778513586310247
2.4359798994974877,0.8025125628140704,1.7791646664113407
2.4472361809045227,0.8025125628140704,1.7798213203014988
2.4584924623115576,0.8025125628140704,1.7812808154409445
2.469748743718593,0.8025125628140704,1.7819374693311025
2.4810050251256284,0.8025125628140704,1.7819374693311025
2.4922613065326633,0.8025125628140704,1.7819374693311025
2.5035175879396983,0.8025125628140704,1.7825941232212608
