v AA,v TC,height75
0.76,1.8599999999999999,0.2135300811979751
0.7684422110552764,1.8599999999999999,0.2135300811979751
0.7768844221105528,1.8599999999999999,0.2135300811979751
0.7853266331658292,1.8599999999999999,0.2135300811979751
0.7937688442211055,1.8599999999999999,0.2135300811979751
0.8022110552763819,1.8599999999999999,0.2135300811979751
0.8106532663316584,1.8599999999999999,0.2135300811979751
0.8190954773869347,1.8599999999999999,0.2135300811979751
0.8275376884422111,1.8599999999999999,0.2135300811979751
0.8359798994974874,1.8599999999999999,0.2135300811979751
0.8444221105527638,1.8599999999999999,0.2135300811979751
0.8528643216080403,1.8599999999999999,0.2135300811979751
0.8613065326633166,1.8599999999999999,0.2135300811979751
0.869748743718593,1.8599999999999999,0.2135300811979751
0.8781909547738693,1.8599999999999999,0.2135300811979751
0.8866331658291458,1.8599999999999999,0.2135300811979751
0.8950753768844222,1.8599999999999999,0.2135300811979751
0.9035175879396985,1.8599999999999999,0.2135300811979751
0.9119597989949749,1.8599999999999999,0.2135300811979751
0.9204020100502512,1.8599999999999999,0.2135300811979751
0.9288442211055277,1.8599999999999999,0.2135300811979751
0.9372864321608041,1.8599999999999999,0.2135300811979751
0.9457286432160805,1.8599999999999999,0.2135300811979751
0.9541708542713568,1.8599999999999999,0.2135300811979751
0.9626130653266332,1.8599999999999999,0.2135300811979751
0.9710552763819096,1.8599999999999999,0.2135300811979751
0.979497487437186,1.8599999999999999,0.2135300811979751
0.9879396984924624,1.8599999999999999,0.2135300811979751
0.9963819095477388,1.8599999999999999,0.2135300811979751
1.004824120603015,1.8599999999999999,0.2135300811979751
1.0132663316582915,1.8599999999999999,0.2135300811979751
1.021708542713568,1.8599999999999999,0.2136940186098318
1.0301507537688444,1.8599999999999999,0.2136940186098318
1.0385929648241206,1.8599999999999999,0.2138551685558317
1.047035175879397,1.8599999999999999,0.21409828720775986
1.0554773869346734,1.8599999999999999,0.21425943715375975
1.0639195979899498,1.8599999999999999,0.21425943715375975
1.0723618090452263,1.8599999999999999,0.21425943715375975
1.0808040201005027,1.8599999999999999,0.2145817370457595
1.0892462311557791,1.8599999999999999,0.2145817370457595
1.0976884422110553,1.8599999999999999,0.21466370575168786
1.1061306532663318,1.8599999999999999,0.21442616203147327
1.1145728643216082,1.8599999999999999,0.21442616203147327
1.1230150753768844,1.8599999999999999,0.21426779955133024
1.1314572864321608,1.8599999999999999,0.21426779955133024
1.1398994974874372,1.8599999999999999,0.2141094370711872
1.1483417085427137,1.8599999999999999,0.21387189335097262
1.15678391959799,1.8599999999999999,0.21371353087082962
1.1652261306532665,1.8599999999999999,0.21371353087082962
1.173668341708543,1.8599999999999999,0.21363434963075809
1.1821105527638192,1.8599999999999999,0.21347598715061503
1.1905527638190956,1.8599999999999999,0.21347598715061503
1.198994974874372,1.8599999999999999,0.21323844343040044
1.2074371859296484,1.8599999999999999,0.21315926219032888
1.2158793969849246,1.8599999999999999,0.212338587311996
1.224321608040201,1.8599999999999999,0.21151791243366316
1.2327638190954775,1.8599999999999999,0.21135377745799655
1.241206030150754,1.8599999999999999,0.21109434359577323
1.2496482412060304,1.8599999999999999,0.21093020862010664
1.2580904522613068,1.8599999999999999,0.21043780369310694
1.2665326633165832,1.8599999999999999,0.21027366871744033
1.2749748743718594,1.8599999999999999,0.21001423485521703
