v AA,v TC,weight75
0.6,0.62,37.17457500000002
0.614070351758794,0.62,37.17457500000002
0.6281407035175879,0.62,37.17457500000002
0.6422110552763819,0.62,37.17457500000002
0.6562814070351759,0.62,37.17457500000002
0.6703517587939698,0.62,37.17457500000002
0.6844221105527638,0.62,37.17457500000002
0.6984924623115578,0.62,37.17457500000002
0.7125628140703517,0.62,37.17457500000002
0.7266331658291457,0.62,37.17457500000002
0.7407035175879397,0.62,37.17457500000002
0.7547738693467336,0.62,37.17457500000002
0.7688442211055276,0.62,37.17457500000002
0.7829145728643215,0.62,37.17457500000002
0.7969849246231155,0.62,37.17457500000002
0.8110552763819094,0.62,37.17457500000002
0.8251256281407034,0.62,37.17457500000002
0.8391959798994975,0.62,37.17457500000002
0.8532663316582914,0.62,37.17457500000002
0.8673366834170854,0.62,37.17457500000002
0.8814070351758794,0.62,37.17457500000002
0.8954773869346733,0.62,37.17457500000002
0.9095477386934673,0.62,37.17457500000002
0.9236180904522613,0.62,37.17457500000002
0.9376884422110552,0.62,37.17457500000002
0.9517587939698492,0.62,37.17457500000002
0.9658291457286432,0.62,37.17457500000002
0.9798994974874371,0.62,37.17457500000002
0.9939698492462311,0.62,37.17457500000002
1.0080402010050251,0.62,37.17457500000002
1.022110552763819,0.62,37.17457500000002
1.0361809045226131,0.62,37.17457500000002
1.050251256281407,0.62,37.17457500000002
1.064321608040201,0.62,37.17457500000002
1.0783919597989948,0.62,37.20092500000002
1.092462311557789,0.62,37.20092500000002
1.1065326633165828,0.62,37.20092500000002
1.120603015075377,0.62,37.166525000000014
1.1346733668341709,0.62,37.166525000000014
1.1487437185929648,0.62,37.166525000000014
1.1628140703517587,0.62,37.166525000000014
1.1768844221105526,0.62,37.166525000000014
1.1909547738693467,0.62,37.166525000000014
1.2050251256281408,0.62,37.166525000000014
1.2190954773869347,0.62,37.166525000000014
1.2331658291457286,0.62,37.166525000000014
1.2472361809045225,0.62,37.166525000000014
1.2613065326633164,0.62,37.149025000000016
1.2753768844221105,0.62,37.149025000000016
1.2894472361809044,0.62,37.149025000000016
1.3035175879396985,0.62,37.149025000000016
1.3175879396984924,0.62,37.149025000000016
1.3316582914572863,0.62,37.149025000000016
1.3457286432160802,0.62,37.149025000000016
1.3597989949748743,0.62,37.149025000000016
1.3738693467336682,0.62,37.149025000000016
1.3879396984924623,0.62,37.278225000000006
1.4020100502512562,0.62,37.278225000000006
1.4160804020100501,0.62,37.278225000000006
1.430150753768844,0.62,37.278225000000006
1.444221105527638,0.62,37.278225000000006
1.458291457286432,0.62,37.16690000000002
