v АК,v ЦН,weight50
0.6799999999999999,0.78,61.924225
0.6912562814070351,0.78,61.924225
0.7025125628140703,0.78,61.924225
0.7137688442211054,0.78,61.924225
0.7250251256281406,0.78,61.924225
0.7362814070351759,0.78,61.924225
0.747537688442211,0.78,61.924225
0.7587939698492462,0.78,61.924225
0.7700502512562813,0.78,61.924225
0.7813065326633165,0.78,61.924225
0.7925628140703517,0.78,61.924225
0.8038190954773868,0.78,61.924225
0.8150753768844221,0.78,61.924225
0.8263316582914573,0.78,61.924225
0.8375879396984924,0.78,61.924225
0.8488442211055276,0.78,61.924225
0.8601005025125628,0.78,61.924225
0.8713567839195979,0.78,61.924225
0.8826130653266331,0.78,61.924225
0.8938693467336682,0.78,61.924225
0.9051256281407034,0.78,61.924225
0.9163819095477386,0.78,61.924225
0.9276381909547738,0.78,61.924225
0.938894472361809,0.78,61.924225
0.9501507537688442,0.78,61.924225
0.9614070351758793,0.78,61.924225
0.9726633165829145,0.78,61.924225
0.9839195979899498,0.78,61.924225
0.9951758793969849,0.78,61.924225
1.00643216080402,0.78,61.924225
1.0176884422110553,0.78,61.924225
1.0289447236180904,0.78,61.924225
1.0402010050251256,0.78,61.924225
1.0514572864321607,0.78,61.924225
1.062713567839196,0.78,61.924225
1.073969849246231,0.78,61.924225
1.0852261306532662,0.78,61.924225
1.0964824120603014,0.78,61.924225
1.1077386934673368,0.78,61.924225
1.1189949748743717,0.78,61.924225
1.130251256281407,0.78,61.924225
1.141507537688442,0.78,61.924225
1.1527638190954774,0.78,61.924225
1.1640201005025126,0.78,61.924225
1.1752763819095478,0.78,61.85555000000001
1.186532663316583,0.78,61.85555000000001
1.197788944723618,0.78,61.85555000000001
1.2090452261306532,0.78,61.85555000000001
1.2203015075376884,0.78,61.85555000000001
1.2315577889447236,0.78,61.85555000000001
1.2428140703517587,0.78,61.760675000000006
1.2540703517587939,0.78,61.760675000000006
1.265326633165829,0.78,61.760675000000006
1.2765829145728644,0.78,61.760675000000006
1.2878391959798994,0.78,61.760675000000006
1.2990954773869348,0.78,61.760675000000006
1.3103517587939697,0.78,62.00160000000001
1.321608040201005,0.78,62.00160000000001
1.33286432160804,0.78,62.00160000000001
1.3441206030150754,0.78,62.00160000000001
1.3553768844221106,0.78,62.00160000000001
1.3666331658291457,0.78,62.00160000000001
1.377889447236181,0.78,62.00160000000001
1.389145728643216,0.78,62.00160000000001
1.4004020100502512,0.78,62.00160000000001
1.4116582914572864,0.78,62.00160000000001
1.4229145728643215,0.78,62.00160000000001
1.4341708542713567,0.78,62.00160000000001
1.4454271356783919,0.78,62.00160000000001
1.456683417085427,0.78,62.052025
1.4679396984924624,0.78,62.052025
1.4791959798994974,0.78,62.052025
1.4904522613065327,0.78,62.04327500000001
1.5017085427135677,0.78,62.034524999999995
1.512964824120603,0.78,62.034524999999995
1.524221105527638,0.78,62.034524999999995
1.5354773869346734,0.78,62.025774999999996
1.5467336683417086,0.78,62.025774999999996
1.5579899497487437,0.78,62.025774999999996
1.5692462311557789,0.78,62.084950000000006
1.580502512562814,0.78,62.084950000000006
1.5917587939698492,0.78,62.176675
1.6030150753768844,0.78,62.176675
1.6142713567839195,0.78,62.244600000000005
1.6255276381909547,0.78,62.244600000000005
1.63678391959799,0.78,62.244600000000005
1.648040201005025,0.78,62.38045000000001
1.6592964824120604,0.78,62.44837500000001
1.6705527638190953,0.78,62.44837500000001
1.6818090452261307,0.78,62.58422500000002
1.693065326633166,0.78,62.58422500000002
1.704321608040201,0.78,62.58422500000002
1.7155778894472362,0.78,62.72007500000002
1.7268341708542714,0.78,62.76137500000002
1.7380904522613065,0.78,62.89722500000003
1.7493467336683417,0.78,62.90470000000003
1.7606030150753769,0.78,62.97262500000003
1.771859296482412,0.78,62.97262500000003
1.7831155778894472,0.78,63.04055000000003
1.7943718592964824,0.78,63.10847500000002
1.8056281407035175,0.78,62.927125000000025
1.8168844221105527,0.78,62.72892500000002
1.8281407035175878,0.78,62.64185000000001
1.839396984924623,0.78,62.52095000000001
1.8506532663316582,0.78,62.467700000000015
1.8619095477386935,0.78,62.390400000000014
1.8731658291457287,0.78,62.25265000000002
1.8844221105527639,0.78,62.192200000000014
1.895678391959799,0.78,62.192200000000014
1.9069346733668342,0.78,62.192200000000014
1.9181909547738694,0.78,62.10512500000001
1.9294472361809045,0.78,62.044675000000005
1.9407035175879397,0.78,61.984225000000016
1.9519597989949748,0.78,61.94062500000001
1.96321608040201,0.78,61.80995
1.9744723618090452,0.78,61.76635
1.9857286432160803,0.78,61.76635
1.9969849246231155,0.78,61.679275000000004
2.0082412060301507,0.78,61.54922499999999
2.019497487437186,0.78,61.496449999999996
2.030753768844221,0.78,61.48664999999998
2.0420100502512564,0.78,61.45919999999999
2.0532663316582918,0.78,61.45004999999999
2.0645226130653267,0.78,61.38812499999999
2.0757788944723616,0.78,61.33534999999999
2.087035175879397,0.78,61.273424999999996
2.0982914572864324,0.78,61.13340000000001
2.1095477386934673,0.78,61.09892500000001
2.1208040201005023,0.78,61.020825000000016
2.1320603015075377,0.78,60.951875000000015
2.143316582914573,0.78,60.73587500000002
2.154572864321608,0.78,60.73587500000002
2.165829145728643,0.78,60.57967500000003
2.1770854271356783,0.78,60.54520000000004
2.1883417085427137,0.78,60.54520000000004
2.1995979899497486,0.78,60.54520000000004
