v АК,v ЦН,I(max)-I(400)
0.32,0.32,1.3254003794849447
0.32633165829145727,0.32,1.3254003794849447
0.3326633165829146,0.32,1.3254003794849447
0.33899497487437186,0.32,1.3254003794849447
0.3453266331658291,0.32,1.3254003794849447
0.35165829145728644,0.32,1.3254003794849447
0.3579899497487437,0.32,1.3254003794849447
0.364321608040201,0.32,1.3254003794849447
0.3706532663316583,0.32,1.3254003794849447
0.37698492462311556,0.32,1.3254003794849447
0.3833165829145728,0.32,1.3254003794849447
0.38964824120603014,0.32,1.3254003794849447
0.3959798994974874,0.32,1.3254003794849447
0.40231155778894473,0.32,1.3254003794849447
0.408643216080402,0.32,1.3254003794849447
0.4149748743718593,0.32,1.3254003794849447
0.4213065326633166,0.32,1.3254003794849447
0.42763819095477384,0.32,1.3254003794849447
0.43396984924623117,0.32,1.3254003794849447
0.44030150753768843,0.32,1.3254003794849447
0.4466331658291457,0.32,1.3254003794849447
0.452964824120603,0.32,1.3254003794849447
0.4592964824120603,0.32,1.3254003794849447
0.46562814070351755,0.32,1.3254003794849447
0.47195979899497487,0.32,1.3254003794849447
0.47829145728643213,0.32,1.3254003794849447
0.4846231155778894,0.32,1.3254003794849447
0.4909547738693467,0.32,1.3254003794849447
0.497286432160804,0.32,1.3254003794849447
0.5036180904522612,0.32,1.3254003794849447
0.5099497487437186,0.32,1.3234609745278618
0.5162814070351758,0.32,1.321521569570779
0.5226130653266331,0.32,1.319582164613696
0.5289447236180904,0.32,1.319582164613696
0.5352763819095476,0.32,1.319582164613696
0.541608040201005,0.32,1.317642759656613
0.5479396984924623,0.32,1.317642759656613
0.5542713567839196,0.32,1.31570335469953
0.5606030150753768,0.32,1.3137639497424471
0.5669346733668341,0.32,1.3079457348711983
0.5732663316582913,0.32,1.3079457348711983
0.5795979899497488,0.32,1.3060063299141154
0.585929648241206,0.32,1.3021275199999496
0.5922613065326632,0.32,1.3021275199999496
0.5985929648241206,0.32,1.3001881150428665
0.6049246231155778,0.32,1.2943699001716176
0.6112562814070351,0.32,1.2943699001716176
0.6175879396984925,0.32,1.2924304952145347
0.6239195979899497,0.32,1.2924304952145347
0.630251256281407,0.32,1.2924304952145347
0.6365829145728643,0.32,1.2904910902574518
0.6429145728643215,0.32,1.288551685300369
0.6492462311557788,0.32,1.2866122803432858
0.6555778894472362,0.32,1.28273347042912
0.6619095477386934,0.32,1.28273347042912
0.6682412060301507,0.32,1.2788546605149542
0.674572864321608,0.32,1.2788546605149542
0.6809045226130652,0.32,1.2788546605149542
